fromPos,toPos,9:06-299002_S31_L001,2:03-2525_S26_L001,8:06-2950_S32_L001
1131000,1132000,2,1,4
1132000,1133000,0,3,4
1133000,1134000,2,10,8
1134000,1135000,2,6,6
1135000,1136000,1,15,8
1136000,1137000,6,1,2
1137000,1138000,9,9,13
1138000,1139000,0,1,0
1139000,1140000,3,5,2
1140000,1141000,5,3,1
1141000,1142000,7,6,7
1142000,1143000,1,5,3
1143000,1144000,5,6,6
1144000,1145000,1,6,2
1145000,1146000,2,3,2
1146000,1147000,12,11,15
1147000,1148000,9,11,6
1148000,1149000,12,10,11
1149000,1150000,3,5,4
1150000,1151000,7,7,5
1151000,1152000,15,15,13
1152000,1153000,11,17,17
1153000,1154000,10,11,9
1154000,1155000,5,5,5
1155000,1156000,22,14,19
1156000,1157000,13,14,13
1157000,1158000,9,13,9
1158000,1159000,23,36,26
1159000,1160000,18,13,17
1160000,1161000,37,37,30
1161000,1162000,12,12,14
1162000,1163000,3,4,3
1163000,1164000,0,0,0
1164000,1165000,0,0,0
1165000,1166000,0,0,0
1166000,1167000,0,0,0
1167000,1168000,0,0,0
1168000,1169000,0,0,0
1169000,1170000,0,0,0
1170000,1171000,20,0,12
1171000,1172000,11,27,23
1172000,1173000,12,15,40
1173000,1174000,4,5,8
1174000,1175000,8,8,6
1175000,1176000,6,5,4
1176000,1177000,7,9,4
1177000,1178000,4,6,1
1178000,1179000,6,7,7
1179000,1180000,4,2,1
1180000,1181000,2,4,6
1181000,1182000,14,8,7
1182000,1183000,5,3,8
1183000,1184000,8,6,4
1184000,1185000,4,2,2
1185000,1186000,5,2,9
1186000,1187000,4,6,5
1187000,1188000,2,8,8
1188000,1189000,2,4,3
1189000,1190000,2,8,6
1190000,1191000,3,5,6
1191000,1192000,12,27,13
1192000,1193000,13,14,15
1193000,1194000,14,22,32
1194000,1195000,27,29,35
1195000,1196000,28,30,34
1196000,1197000,4,19,6
1197000,1198000,1,4,4
1198000,1199000,0,0,0
1199000,1200000,0,0,0
1200000,1201000,9,13,32
1201000,1202000,13,21,30
1202000,1203000,6,4,6
1203000,1204000,8,2,5
1204000,1205000,2,5,5
1205000,1206000,2,4,4
1206000,1207000,1,1,8
1207000,1208000,7,12,17
1208000,1209000,0,0,0
1209000,1210000,0,0,0
1210000,1211000,0,0,0
1211000,1212000,0,0,0
1212000,1213000,0,0,0
1213000,1214000,3,4,5
1214000,1215000,3,4,4
1215000,1216000,6,5,4
1216000,1217000,4,10,10
1217000,1218000,1,6,8
1218000,1219000,4,9,5
1219000,1220000,48,57,47
1220000,1221000,22,18,21
1221000,1222000,2,4,3
1222000,1223000,3,5,1
1223000,1224000,3,2,2
1224000,1225000,4,4,6
1225000,1226000,1,4,4
1226000,1227000,6,5,8
1227000,1228000,4,3,3
1228000,1229000,13,5,23
1229000,1230000,12,9,15
1230000,1231000,4,6,0
1231000,1232000,3,4,6
1232000,1233000,1,1,3
1233000,1234000,5,9,24
1234000,1235000,8,12,22
1235000,1236000,3,4,21
1236000,1237000,14,16,16
1237000,1238000,9,8,8
1238000,1239000,6,12,3
1239000,1240000,1,9,2
1240000,1241000,4,8,9
1241000,1242000,3,0,12
1242000,1243000,4,3,10
1243000,1244000,2,2,5
1244000,1245000,2,3,4
1245000,1246000,2,3,4
1246000,1247000,5,9,5
1247000,1248000,4,5,4
1248000,1249000,1,7,6
1249000,1250000,1,24,35
1250000,1251000,9,10,11
1251000,1252000,1,3,2
1252000,1253000,4,21,17
1253000,1254000,1,1,3
1254000,1255000,3,5,8
1255000,1256000,6,5,3
1256000,1257000,6,8,9
1257000,1258000,9,31,13
1258000,1259000,2,5,2
1259000,1260000,3,1,2
1260000,1261000,1,5,1
1261000,1262000,9,14,7
1262000,1263000,6,10,13
1263000,1264000,15,11,18
1264000,1265000,10,21,22
1265000,1266000,11,14,3
1266000,1267000,10,11,2
1267000,1268000,23,23,21
1268000,1269000,5,9,5
1269000,1270000,13,13,12
1270000,1271000,8,9,8
1271000,1272000,6,7,6
1272000,1273000,5,10,5
1273000,1274000,10,8,8
1274000,1275000,6,4,7
1275000,1276000,6,35,11
1276000,1277000,7,10,9
1277000,1278000,10,8,6
1278000,1279000,10,7,15
1279000,1280000,33,28,54
1280000,1281000,10,5,11
1281000,1282000,2,2,4
1282000,1283000,2,3,1
1283000,1284000,3,10,10
1284000,1285000,12,17,10
1285000,1286000,1,1,0
1286000,1287000,6,7,6
1287000,1288000,6,5,5
1288000,1289000,1,0,0
1289000,1290000,0,0,0
1290000,1291000,0,0,0
1291000,1292000,0,0,0
1292000,1293000,0,0,0
1293000,1294000,0,0,0
1294000,1295000,7,10,6
1295000,1296000,0,0,0
1296000,1297000,0,0,0
1297000,1298000,0,0,0
1298000,1299000,0,0,0
1299000,1300000,0,0,0
1300000,1301000,0,0,0
1301000,1302000,0,0,0
1302000,1303000,0,0,0
1303000,1304000,0,0,0
1304000,1305000,0,0,0
1305000,1306000,0,4,2
1306000,1307000,1,7,4
1307000,1308000,4,7,7
1308000,1309000,2,2,2
1309000,1310000,6,6,4
1310000,1311000,1,2,1
1311000,1312000,11,14,10
1312000,1313000,9,8,9
1313000,1314000,8,11,7
1314000,1315000,4,5,4
1315000,1316000,6,5,4
1316000,1317000,5,7,4
1317000,1318000,4,5,4
1318000,1319000,2,3,6
1319000,1320000,3,1,0
1320000,1321000,4,1,0
1321000,1322000,0,1,0
1322000,1323000,3,1,8
1323000,1324000,6,24,16
1324000,1325000,8,27,8
1325000,1326000,8,12,0
1326000,1327000,10,10,2
1327000,1328000,2,3,0
1328000,1329000,8,8,3
1329000,1330000,2,1,0
1330000,1331000,3,6,1
1331000,1332000,4,3,0
1332000,1333000,6,5,0
1333000,1334000,0,23,0
1334000,1335000,1,1,0
1335000,1336000,6,4,2
1336000,1337000,14,7,15
1337000,1338000,6,4,15
1338000,1339000,5,5,10
1339000,1340000,10,10,9
1340000,1341000,7,5,19
1341000,1342000,4,1,5
1342000,1343000,5,11,12
1343000,1344000,30,25,25
1344000,1345000,14,23,33
1345000,1346000,24,11,17
1346000,1347000,16,18,17
1347000,1348000,6,11,4
1348000,1349000,6,6,6
1349000,1350000,6,2,7
1350000,1351000,5,5,6
1351000,1352000,4,5,3
1352000,1353000,4,3,3
1353000,1354000,4,2,3
1354000,1355000,9,4,6
1355000,1356000,7,8,7
1356000,1357000,10,8,6
1357000,1358000,1,3,1
1358000,1359000,8,4,8
1359000,1360000,10,8,8
1360000,1361000,6,3,7
1361000,1362000,7,7,8
1362000,1363000,4,2,6
1363000,1364000,4,5,6
1364000,1365000,4,5,3
1365000,1366000,7,10,10
1366000,1367000,3,5,7
1367000,1368000,10,14,13
1368000,1369000,9,10,11
1369000,1370000,3,7,6
1370000,1371000,5,9,10
1371000,1372000,13,8,6
1372000,1373000,11,10,6
1373000,1374000,16,7,6
1374000,1375000,2,6,3
1375000,1376000,5,19,18
1376000,1377000,2,3,2
1377000,1378000,1,2,2
1378000,1379000,4,7,2
1379000,1380000,14,10,15
1380000,1381000,5,6,4
1381000,1382000,8,11,8
1382000,1383000,14,13,7
1383000,1384000,7,3,13
1384000,1385000,14,8,20
1385000,1386000,6,7,12
1386000,1387000,5,6,7
1387000,1388000,8,6,8
1388000,1389000,0,3,1
1389000,1390000,21,23,25
1390000,1391000,15,20,19
1391000,1392000,13,13,19
1392000,1393000,27,12,13
1393000,1394000,32,7,2
1394000,1395000,4,5,8
1395000,1396000,8,4,6
1396000,1397000,3,3,2
1397000,1398000,2,5,4
1398000,1399000,10,4,7
1399000,1400000,8,7,14
1400000,1401000,9,12,16
1401000,1402000,9,8,11
1402000,1403000,6,10,10
1403000,1404000,7,4,4
1404000,1405000,1,3,2
1405000,1406000,8,1,2
1406000,1407000,6,9,12
1407000,1408000,12,13,12
1408000,1409000,0,8,9
1409000,1410000,6,8,8
1410000,1411000,4,4,4
1411000,1412000,14,5,15
1412000,1413000,7,0,7
1413000,1414000,7,2,7
1414000,1415000,1,1,1
1415000,1416000,2,4,3
1416000,1417000,1,6,2
1417000,1418000,1,6,3
1418000,1419000,0,0,0
1419000,1420000,0,0,0
1420000,1421000,0,0,0
1421000,1422000,3,4,3
1422000,1423000,6,9,9
1423000,1424000,14,12,21
1424000,1425000,5,5,4
1425000,1426000,7,1,2
1426000,1427000,0,0,0
1427000,1428000,0,0,0
1428000,1429000,1,0,0
1429000,1430000,11,20,12
1430000,1431000,8,6,6
1431000,1432000,2,4,5
1432000,1433000,1,3,3
1433000,1434000,6,5,5
1434000,1435000,10,9,9
1435000,1436000,5,11,7
1436000,1437000,4,7,5
1437000,1438000,3,4,0
1438000,1439000,2,1,2
1439000,1440000,10,3,2
1440000,1441000,4,0,5
1441000,1442000,9,2,3
1442000,1443000,7,6,2
1443000,1444000,3,2,1
1444000,1445000,7,8,1
1445000,1446000,4,6,0
1446000,1447000,12,3,1
1447000,1448000,5,4,5
1448000,1449000,3,8,8
1449000,1450000,4,6,2
1450000,1451000,4,7,2
1451000,1452000,3,4,1
1452000,1453000,1,2,5
1453000,1454000,2,5,2
1454000,1455000,6,5,3
1455000,1456000,2,3,4
1456000,1457000,2,6,8
1457000,1458000,3,6,5
1458000,1459000,1,3,5
1459000,1460000,0,0,0
1460000,1461000,0,0,0
1461000,1462000,0,0,0
1462000,1463000,0,0,0
1463000,1464000,0,0,0
1464000,1465000,7,6,6
1465000,1466000,7,6,6
1466000,1467000,6,5,6
1467000,1468000,26,14,35
1468000,1469000,8,14,13
1469000,1470000,1,1,1
1470000,1471000,6,6,10
1471000,1472000,14,18,11
1472000,1473000,4,4,4
1473000,1474000,7,5,12
1474000,1475000,15,13,15
1475000,1476000,18,3,12
1476000,1477000,48,8,42
1477000,1478000,41,10,38
1478000,1479000,7,60,6
1479000,1480000,4,30,3
1480000,1481000,34,14,22
1481000,1482000,9,15,27
1482000,1483000,38,28,51
1483000,1484000,12,20,14
1484000,1485000,11,14,11
1485000,1486000,24,21,33
1486000,1487000,11,12,10
1487000,1488000,12,11,9
1488000,1489000,10,11,12
1489000,1490000,6,18,13
1490000,1491000,6,5,2
1491000,1492000,8,8,5
1492000,1493000,18,16,16
1493000,1494000,4,3,6
1494000,1495000,5,7,3
1495000,1496000,6,3,8
1496000,1497000,6,10,6
1497000,1498000,12,14,13
1498000,1499000,6,4,7
1499000,1500000,9,23,22
1500000,1501000,36,24,26
1501000,1502000,18,23,16
1502000,1503000,7,10,8
1503000,1504000,14,10,6
1504000,1505000,11,18,15
1505000,1506000,16,21,17
1506000,1507000,14,13,13
1507000,1508000,9,15,4
1508000,1509000,3,4,7
1509000,1510000,7,10,6
1510000,1511000,5,19,27
1511000,1512000,15,34,6
1512000,1513000,29,25,25
1513000,1514000,18,21,16
1514000,1515000,8,9,9
1515000,1516000,7,9,8
1516000,1517000,5,3,6
1517000,1518000,7,6,7
1518000,1519000,4,5,4
1519000,1520000,7,5,11
1520000,1521000,13,10,9
1521000,1522000,8,9,5
1522000,1523000,4,3,8
1523000,1524000,7,7,10
1524000,1525000,21,23,21
1525000,1526000,10,11,9
1526000,1527000,27,20,10
1527000,1528000,26,21,33
1528000,1529000,31,14,28
1529000,1530000,29,8,28
1530000,1531000,9,8,5
1531000,1532000,13,16,14
1532000,1533000,10,8,10
1533000,1534000,1,8,0
1534000,1535000,17,20,19
1535000,1536000,15,26,44
1536000,1537000,13,22,63
1537000,1538000,19,14,20
1538000,1539000,18,17,13
1539000,1540000,35,28,45
1540000,1541000,21,19,22
1541000,1542000,23,24,28
1542000,1543000,28,27,31
1543000,1544000,16,33,24
1544000,1545000,8,8,21
1545000,1546000,0,0,1
1546000,1547000,0,0,0
1547000,1548000,6,8,0
1548000,1549000,8,7,7
1549000,1550000,11,6,11
1550000,1551000,18,17,7
1551000,1552000,8,13,12
1552000,1553000,7,9,11
1553000,1554000,5,9,9
1554000,1555000,8,13,8
1555000,1556000,10,7,2
1556000,1557000,9,9,6
1557000,1558000,0,0,0
1558000,1559000,2,2,2
1559000,1560000,0,0,0
1560000,1561000,0,0,0
1561000,1562000,0,0,0
1562000,1563000,0,0,0
1563000,1564000,0,0,0
1564000,1565000,0,0,0
1565000,1566000,15,2,14
1566000,1567000,0,0,0
1567000,1568000,0,0,0
1568000,1569000,0,0,0
1569000,1570000,0,0,0
1570000,1571000,0,0,0
1571000,1572000,10,15,7
1572000,1573000,7,8,10
1573000,1574000,6,4,6
1574000,1575000,5,4,5
1575000,1576000,8,10,8
1576000,1577000,6,8,7
1577000,1578000,8,10,8
1578000,1579000,5,3,6
1579000,1580000,0,0,0
1580000,1581000,0,0,0
1581000,1582000,0,0,0
1582000,1583000,0,0,0
1583000,1584000,0,0,0
1584000,1585000,11,7,7
1585000,1586000,8,7,9
1586000,1587000,7,10,8
1587000,1588000,5,6,4
1588000,1589000,3,4,9
1589000,1590000,7,7,8
1590000,1591000,17,14,15
1591000,1592000,12,13,14
1592000,1593000,16,14,9
1593000,1594000,17,17,17
1594000,1595000,26,25,25
1595000,1596000,12,12,14
1596000,1597000,9,39,14
1597000,1598000,10,19,9
1598000,1599000,11,11,10
1599000,1600000,9,9,5
1600000,1601000,33,29,28
1601000,1602000,5,6,6
1602000,1603000,2,3,4
1603000,1604000,7,5,4
1604000,1605000,8,8,8
1605000,1606000,6,7,5
1606000,1607000,7,11,6
1607000,1608000,3,2,4
1608000,1609000,9,4,8
1609000,1610000,5,15,11
1610000,1611000,8,8,10
1611000,1612000,5,5,6
1612000,1613000,6,9,8
1613000,1614000,3,8,6
1614000,1615000,6,2,10
1615000,1616000,1,4,5
1616000,1617000,5,7,7
1617000,1618000,8,9,10
1618000,1619000,14,36,17
1619000,1620000,11,10,3
1620000,1621000,13,18,16
1621000,1622000,27,24,27
1622000,1623000,43,56,52
1623000,1624000,32,36,32
1624000,1625000,12,20,22
1625000,1626000,20,24,12
1626000,1627000,16,24,7
1627000,1628000,5,6,7
1628000,1629000,10,8,7
1629000,1630000,8,12,15
1630000,1631000,9,32,10
1631000,1632000,10,16,17
1632000,1633000,4,8,9
1633000,1634000,1,2,4
1634000,1635000,8,11,9
1635000,1636000,9,4,7
1636000,1637000,6,5,5
1637000,1638000,4,6,5
1638000,1639000,13,14,17
1639000,1640000,9,10,12
1640000,1641000,5,21,19
1641000,1642000,7,8,10
1642000,1643000,5,9,8
1643000,1644000,10,11,23
1644000,1645000,14,11,21
1645000,1646000,1,3,5
1646000,1647000,13,6,13
1647000,1648000,2,13,2
1648000,1649000,4,5,3
1649000,1650000,2,1,2
1650000,1651000,4,3,5
1651000,1652000,6,6,3
1652000,1653000,4,5,2
1653000,1654000,0,0,0
1654000,1655000,7,4,7
1655000,1656000,5,3,5
1656000,1657000,2,4,7
1657000,1658000,0,22,12
1658000,1659000,5,10,20
1659000,1660000,9,2,6
1660000,1661000,5,2,13
1661000,1662000,0,0,0
1662000,1663000,0,0,0
1663000,1664000,0,0,0
1664000,1665000,0,0,0
1665000,1666000,0,0,0
1666000,1667000,0,0,0
1667000,1668000,0,0,0
1668000,1669000,0,0,0
1669000,1670000,0,0,0
1670000,1671000,0,0,0
1671000,1672000,0,0,0
1672000,1673000,0,0,0
1673000,1674000,0,0,0
1674000,1675000,2,5,5
1675000,1676000,12,3,10
1676000,1677000,11,6,11
1677000,1678000,2,4,8
1678000,1679000,0,11,0
1679000,1680000,9,20,21
1680000,1681000,4,6,9
1681000,1682000,1,2,1
1682000,1683000,1,1,1
1683000,1684000,5,7,5
1684000,1685000,2,5,4
1685000,1686000,17,10,25
1686000,1687000,4,8,7
1687000,1688000,10,17,11
1688000,1689000,17,1,18
1689000,1690000,8,3,9
1690000,1691000,3,6,2
1691000,1692000,7,5,5
1692000,1693000,7,3,9
1693000,1694000,14,10,12
1694000,1695000,46,46,47
1695000,1696000,14,14,11
1696000,1697000,14,14,15
1697000,1698000,5,22,4
1698000,1699000,6,2,6
1699000,1700000,0,0,0
1700000,1701000,0,0,0
1701000,1702000,0,0,0
1702000,1703000,0,0,0
1703000,1704000,0,0,0
1704000,1705000,0,0,0
1705000,1706000,0,0,0
1706000,1707000,0,0,0
1707000,1708000,0,0,0
1708000,1709000,0,0,0
1709000,1710000,0,0,0
1710000,1711000,1,2,1
1711000,1712000,7,1,6
1712000,1713000,5,5,6
1713000,1714000,5,7,7
1714000,1715000,5,6,4
1715000,1716000,1,0,0
1716000,1717000,23,4,3
1717000,1718000,8,10,7
1718000,1719000,7,12,9
1719000,1720000,6,8,10
1720000,1721000,3,2,4
1721000,1722000,1,2,2
1722000,1723000,4,2,4
1723000,1724000,8,9,10
1724000,1725000,1,3,5
1725000,1726000,0,1,4
1726000,1727000,6,8,3
1727000,1728000,1,1,6
1728000,1729000,4,5,5
1729000,1730000,4,4,4
1730000,1731000,0,0,2
1731000,1732000,0,0,0
1732000,1733000,0,0,0
1733000,1734000,0,0,0
1734000,1735000,0,2,1
1735000,1736000,5,8,7
1736000,1737000,1,6,5
1737000,1738000,2,4,6
1738000,1739000,5,4,7
1739000,1740000,6,3,3
1740000,1741000,4,4,1
1741000,1742000,8,5,5
1742000,1743000,16,24,14
1743000,1744000,5,5,4
1744000,1745000,3,2,4
1745000,1746000,5,3,5
1746000,1747000,7,11,5
1747000,1748000,4,2,4
1748000,1749000,7,13,6
1749000,1750000,5,3,5
