fromPos,toPos,03-2454_S25_L001,03-2525_S26_L001,03-2592_S27_L001,06-283016_S28_L001,06-284001_S29_L001,TG77214_S5_L001,TG77218_S6_L001,TG77222_S7_L001,TG77226_S8_L001
283000,284000,4,13,5,9,9,0,0,0,4
283500,284500,5,12,7,9,8,0,0,0,5
284000,285000,5,2,9,1,1,0,0,0,5
284500,285500,5,5,8,5,4,0,0,0,5
285000,286000,7,6,4,6,5,0,0,0,6
285500,286500,13,4,9,12,11,0,0,0,12
286000,287000,10,3,9,11,10,0,0,0,10
286500,287500,5,4,6,4,5,0,0,0,5
287000,288000,4,5,7,3,6,0,0,0,4
287500,288500,0,4,3,0,4,0,0,0,1
288000,289000,1,3,3,2,2,0,0,0,2
288500,289500,1,2,3,2,1,0,0,0,1
289000,290000,0,2,1,2,1,0,0,0,0
289500,290500,0,3,1,5,4,0,0,0,0
290000,291000,1,3,1,4,5,0,0,0,1
290500,291500,3,1,0,2,3,0,0,0,3
291000,292000,3,3,2,3,4,0,0,0,3
291500,292500,6,6,5,5,5,0,0,0,6
292000,293000,7,6,4,6,6,0,0,0,7
292500,293500,2,3,2,4,6,0,0,0,2
293000,294000,4,2,3,2,5,0,0,0,4
293500,294500,11,23,16,24,4,0,0,0,11
294000,295000,13,24,23,24,4,0,0,0,13
294500,295500,7,3,11,2,4,0,0,0,7
295000,296000,3,1,2,2,3,0,0,0,3
295500,296500,8,0,0,6,5,0,0,0,8
296000,297000,8,1,1,6,5,0,0,0,8
296500,297500,6,4,8,4,4,0,0,0,5
297000,298000,5,3,11,6,6,0,0,0,4
297500,298500,3,0,5,6,6,0,0,0,3
298000,299000,7,2,4,6,7,0,0,0,7
298500,299500,6,3,4,4,5,0,0,0,6
299000,300000,2,2,1,1,1,0,0,0,2
299500,300500,0,3,2,0,0,0,0,0,0
300000,301000,0,2,2,0,0,0,0,0,0
300500,301500,0,2,2,0,0,0,0,0,0
301000,302000,0,2,2,0,0,0,0,0,0
301500,302500,0,2,2,0,0,0,0,0,0
302000,303000,0,2,2,0,0,0,0,0,0
302500,303500,0,2,2,0,0,0,0,0,0
303000,304000,0,2,2,0,0,0,0,0,0
303500,304500,0,2,2,0,0,0,0,0,0
304000,305000,0,2,2,0,0,0,0,0,0
304500,305500,0,2,2,0,0,0,0,0,0
305000,306000,0,3,3,0,0,0,0,0,0
305500,306500,0,1,1,0,0,0,0,0,0
306000,307000,0,1,1,0,0,0,0,0,0
306500,307500,0,1,1,0,0,0,0,0,0
307000,308000,0,1,1,0,0,0,0,0,0
307500,308500,0,1,1,0,0,0,0,0,0
308000,309000,0,1,1,0,0,0,0,0,0
308500,309500,0,1,1,0,0,0,0,0,0
309000,310000,0,1,1,0,0,0,0,0,0
309500,310500,0,1,1,0,0,0,0,0,0
310000,311000,0,1,1,0,0,0,0,0,0
310500,311500,0,1,1,0,0,0,0,0,0
311000,312000,1,2,1,0,0,0,0,0,1
311500,312500,1,1,0,0,0,0,0,0,1
312000,313000,1,1,0,0,0,0,0,0,1
312500,313500,1,1,0,0,0,0,0,0,1
313000,314000,1,1,0,0,0,0,0,0,1
313500,314500,1,1,0,0,0,0,0,0,1
314000,315000,1,1,0,0,0,0,0,0,1
314500,315500,1,1,0,0,0,0,0,0,1
315000,316000,1,1,0,0,0,0,0,0,1
315500,316500,1,1,0,0,0,0,0,0,1
316000,317000,1,1,0,0,0,0,0,0,1
316500,317500,5,6,4,4,4,0,0,0,5
317000,318000,8,12,8,13,8,0,0,0,8
317500,318500,9,11,7,14,8,0,0,0,9
318000,319000,6,6,10,6,6,0,0,0,6
318500,319500,3,4,8,4,4,0,0,0,3
319000,320000,3,5,3,5,3,0,0,0,3
319500,320500,2,3,5,2,2,0,0,0,2
320000,321000,2,1,9,2,2,0,0,0,2
320500,321500,3,5,8,5,4,0,0,0,3
321000,322000,7,11,7,11,9,0,0,0,7
321500,322500,10,8,10,14,12,0,0,0,10
322000,323000,9,4,8,9,10,0,0,0,9
322500,323500,12,10,5,4,6,0,0,0,12
323000,324000,12,11,6,4,4,0,0,0,12
323500,324500,5,7,5,5,3,0,0,0,5
324000,325000,4,7,6,7,6,0,0,0,4
324500,325500,4,6,7,9,7,0,0,0,4
325000,326000,1,3,3,6,2,0,0,0,1
325500,326500,3,5,4,8,1,0,0,0,3
326000,327000,4,7,5,11,1,0,0,0,4
326500,327500,2,22,7,12,1,0,0,0,2
327000,328000,1,58,6,8,2,0,0,0,1
327500,328500,1,68,1,4,2,0,0,0,1
328000,329000,3,67,5,7,6,0,0,0,3
328500,329500,13,52,9,9,6,0,0,0,13
329000,330000,13,16,10,9,3,0,0,0,13
329500,330500,5,7,14,8,4,0,0,0,5
330000,331000,7,8,12,8,4,0,0,0,7
330500,331500,7,4,9,5,9,0,0,0,7
331000,332000,6,4,12,5,15,0,0,0,6
331500,332500,7,6,9,9,10,0,0,0,7
332000,333000,6,7,6,6,7,0,0,0,6
332500,333500,6,9,10,4,7,0,0,0,6
333000,334000,6,9,12,5,5,0,0,0,6
333500,334500,7,8,8,9,6,0,0,0,7
334000,335000,5,5,5,7,3,0,0,0,5
334500,335500,6,9,9,8,6,0,0,0,6
335000,336000,11,10,10,8,11,0,0,0,11
335500,336500,14,9,13,10,13,0,0,0,14
336000,337000,14,12,13,15,13,0,0,0,14
336500,337500,13,11,12,13,12,0,0,0,13
337000,338000,13,17,16,16,14,0,0,0,13
337500,338500,9,12,12,16,10,0,0,0,9
338000,339000,6,3,7,8,5,0,0,0,6
338500,339500,2,3,5,5,6,0,0,0,2
339000,340000,4,6,9,12,12,0,0,0,4
339500,340500,11,14,13,13,18,0,0,0,11
340000,341000,9,12,7,6,13,0,0,0,9
340500,341500,7,5,6,6,9,0,0,0,7
341000,342000,10,5,9,8,9,0,0,0,10
341500,342500,10,5,5,6,5,0,0,0,10
342000,343000,9,6,4,5,3,0,0,0,9
342500,343500,7,8,9,7,6,0,0,0,7
343000,344000,6,7,7,7,8,0,0,0,6
343500,344500,8,3,2,4,7,0,0,0,8
344000,345000,12,8,9,5,8,0,0,0,12
344500,345500,14,18,25,12,19,0,0,0,14
345000,346000,11,15,22,14,19,0,0,0,11
345500,346500,10,13,7,13,9,0,0,0,10
346000,347000,12,20,16,13,15,0,0,0,12
346500,347500,15,22,22,10,36,0,0,0,15
347000,348000,25,35,26,38,43,0,0,0,25
347500,348500,16,37,32,54,29,0,0,0,16
348000,349000,2,22,22,28,26,0,0,0,2
348500,349500,6,12,11,10,19,0,0,0,6
349000,350000,9,6,8,7,10,0,0,0,9
349500,350500,13,19,9,16,16,0,0,0,13
350000,351000,13,19,9,15,17,0,0,0,13
350500,351500,8,12,9,10,11,0,0,0,8
351000,352000,7,13,8,11,10,0,0,0,7
351500,352500,9,10,7,8,8,0,0,0,9
352000,353000,14,11,12,9,11,0,0,0,14
352500,353500,16,14,13,12,15,0,0,0,16
353000,354000,23,24,27,24,23,0,0,0,23
353500,354500,18,20,25,19,19,0,0,0,18
354000,355000,3,4,3,2,4,0,0,0,3
354500,355500,3,4,3,2,4,0,0,0,3
355000,356000,3,4,3,2,4,0,0,0,3
355500,356500,3,4,3,2,4,0,0,0,3
356000,357000,3,4,3,2,4,0,0,0,3
356500,357500,3,4,3,2,4,0,0,0,3
357000,358000,3,4,7,2,4,0,0,0,3
357500,358500,0,0,4,0,0,0,0,0,0
358000,359000,0,0,4,0,0,0,0,0,0
358500,359500,0,0,4,0,0,0,0,0,0
359000,360000,0,0,4,0,0,0,0,0,0
359500,360500,0,0,4,0,0,0,0,0,0
360000,361000,0,0,4,0,0,0,0,0,0
360500,361500,0,0,4,0,0,0,0,0,0
361000,362000,4,3,6,2,3,0,0,0,4
361500,362500,9,5,7,4,6,0,0,0,9
362000,363000,5,2,5,2,3,0,0,0,5
362500,363500,5,2,5,2,3,0,0,0,5
363000,364000,5,2,5,2,3,0,0,0,5
363500,364500,5,2,5,2,3,0,0,0,5
364000,365000,5,2,5,2,3,0,0,0,5
364500,365500,5,2,5,2,3,0,0,0,5
365000,366000,5,3,5,2,4,0,0,0,5
365500,366500,0,2,0,1,1,0,0,0,0
366000,367000,0,1,0,1,0,0,0,0,0
366500,367500,8,8,8,9,7,0,0,0,8
367000,368000,21,21,20,24,19,0,0,0,21
367500,368500,30,32,41,36,28,0,0,0,30
368000,369000,30,38,50,44,35,0,0,0,30
368500,369500,20,28,30,34,25,0,0,0,20
369000,370000,11,13,11,17,12,0,0,0,11
369500,370500,10,13,5,14,9,0,0,0,10
370000,371000,9,10,8,15,9,1,1,1,9
370500,371500,9,5,11,14,10,1,1,1,9
371000,372000,17,4,15,16,11,0,0,0,17
371500,372500,26,15,13,20,24,0,0,0,26
372000,373000,20,17,4,12,19,0,0,0,20
372500,373500,9,6,5,5,4,0,0,0,9
373000,374000,12,8,9,8,7,0,0,0,12
373500,374500,16,21,13,19,16,0,0,0,16
374000,375000,13,19,13,20,14,0,0,0,13
374500,375500,7,6,7,9,4,0,0,0,7
375000,376000,3,4,4,6,3,0,0,0,3
375500,376500,2,2,3,4,3,0,0,0,2
376000,377000,1,1,2,2,2,0,0,0,1
376500,377500,3,3,4,4,4,0,0,0,3
377000,378000,9,8,8,9,8,0,0,0,9
377500,378500,8,7,8,8,8,0,0,0,8
378000,379000,5,5,7,3,6,0,0,0,5
378500,379500,5,4,7,5,4,0,0,0,5
379000,380000,15,3,14,19,13,0,0,0,15
379500,380500,20,7,15,18,40,0,0,0,20
380000,381000,10,8,7,8,62,0,0,0,10
380500,381500,9,8,7,29,37,0,0,0,9
381000,382000,10,7,10,27,9,0,0,0,10
381500,382500,3,2,6,2,5,0,0,0,3
382000,383000,4,4,6,4,2,0,0,0,4
382500,383500,6,7,7,10,3,0,0,0,6
383000,384000,2,4,2,7,1,0,0,0,2
383500,384500,2,3,2,3,4,0,0,0,2
384000,385000,8,3,5,6,6,0,0,0,8
384500,385500,9,4,9,11,5,0,0,0,9
385000,386000,12,7,13,18,10,0,0,0,12
385500,386500,18,11,8,20,12,0,0,0,18
386000,387000,13,11,6,11,10,0,0,0,13
386500,387500,15,11,12,11,9,0,0,0,15
387000,388000,12,8,8,12,12,0,0,0,12
387500,388500,3,4,4,5,13,0,0,0,3
388000,389000,10,14,9,7,16,0,0,0,10
388500,389500,14,19,11,10,18,0,0,0,14
389000,390000,6,9,7,6,8,0,0,0,6
389500,390500,0,2,2,1,2,0,0,0,0
390000,391000,2,5,3,6,3,0,0,0,2
390500,391500,6,7,8,12,7,0,0,0,6
391000,392000,4,2,5,6,5,0,0,0,4
391500,392500,2,0,1,3,2,0,0,0,2
392000,393000,5,3,4,4,2,0,0,0,5
392500,393500,7,9,10,4,5,0,0,0,7
393000,394000,8,7,9,6,6,0,0,0,8
393500,394500,10,7,8,10,9,0,0,0,10
394000,395000,8,11,9,10,12,0,0,0,8
394500,395500,2,5,3,3,5,0,0,0,2
395000,396000,2,5,3,3,5,0,0,0,2
395500,396500,2,5,3,3,5,0,0,0,2
396000,397000,3,5,5,7,6,0,0,0,3
396500,397500,1,0,2,4,1,0,0,0,1
397000,398000,2,5,3,8,2,0,0,0,2
397500,398500,1,5,1,4,1,0,0,0,1
398000,399000,3,5,5,4,2,0,0,0,3
398500,399500,7,7,9,3,6,0,0,0,7
399000,400000,10,16,14,11,18,0,0,0,10
399500,400500,10,11,12,12,16,0,0,0,10
400000,401000,5,3,3,4,5,0,0,0,5
400500,401500,5,4,5,2,8,0,0,0,5
401000,402000,8,7,8,8,11,0,0,0,8
401500,402500,5,7,5,9,8,0,0,0,5
402000,403000,3,4,3,5,4,0,0,0,3
402500,403500,7,4,2,6,5,0,0,0,7
403000,404000,7,4,2,6,5,0,0,0,7
403500,404500,4,3,5,6,2,0,0,0,4
404000,405000,5,10,12,14,3,0,0,0,5
404500,405500,3,13,12,15,6,0,0,0,3
405000,406000,12,10,17,16,13,0,0,0,12
405500,406500,26,20,28,25,24,0,0,0,26
406000,407000,18,20,24,19,23,0,0,0,18
406500,407500,3,9,15,6,12,0,0,0,3
407000,408000,2,6,9,2,5,0,0,0,2
407500,408500,2,2,5,1,1,0,0,0,2
408000,409000,2,0,2,0,2,0,0,0,2
408500,409500,12,6,9,1,9,0,0,0,12
409000,410000,24,14,21,7,19,0,0,0,24
409500,410500,14,8,12,6,12,0,0,0,14
410000,411000,14,8,12,6,12,0,0,0,14
410500,411500,14,8,12,6,12,0,0,0,14
411000,412000,14,10,16,6,14,0,0,0,14
411500,412500,0,5,6,0,3,0,0,0,0
412000,413000,0,4,4,0,2,0,0,0,0
412500,413500,0,1,2,0,1,0,0,0,0
413000,414000,1,1,2,0,1,0,0,0,1
413500,414500,2,0,0,1,1,0,0,0,2
414000,415000,1,1,1,2,2,0,0,0,1
414500,415500,0,1,2,1,1,0,0,0,0
415000,416000,0,2,3,0,1,0,0,0,0
415500,416500,1,3,3,0,2,0,0,0,1
416000,417000,6,4,6,5,7,0,0,0,6
416500,417500,9,6,8,9,12,0,0,0,9
417000,418000,4,4,6,4,6,0,0,0,4
417500,418500,1,3,6,2,2,0,0,0,1
418000,419000,3,7,5,5,3,0,0,0,3
418500,419500,2,5,2,3,1,0,0,0,2
419000,420000,0,0,0,0,1,0,0,0,0
419500,420500,1,2,1,1,3,0,0,0,1
420000,421000,3,6,5,5,5,0,0,0,3
420500,421500,4,8,7,5,5,0,0,0,4
421000,422000,2,4,3,1,4,0,0,0,2
421500,422500,1,1,2,1,3,0,0,0,1
422000,423000,3,5,5,4,4,0,0,0,3
422500,423500,5,8,7,10,7,0,0,0,5
423000,424000,6,12,10,12,11,0,0,0,6
423500,424500,7,9,10,8,10,0,0,0,7
424000,425000,10,5,7,6,6,0,0,0,10
424500,425500,8,6,6,5,7,0,0,0,8
425000,426000,5,4,5,3,6,0,0,0,5
425500,426500,4,5,7,6,8,0,0,0,4
426000,427000,2,4,6,6,6,0,0,0,2
426500,427500,2,2,5,3,2,0,0,0,2
427000,428000,2,2,6,7,3,0,0,0,2
427500,428500,2,2,4,6,2,0,0,0,2
428000,429000,2,2,4,3,2,0,0,0,2
428500,429500,2,4,4,3,3,0,0,0,2
429000,430000,1,3,5,7,2,0,0,0,1
429500,430500,4,1,7,10,1,0,0,0,4
430000,431000,6,1,6,5,1,0,0,0,6
430500,431500,5,2,6,3,1,0,0,0,5
431000,432000,4,4,6,4,4,0,0,0,4
431500,432500,3,5,3,4,4,0,0,0,3
432000,433000,5,5,1,3,1,0,0,0,5
432500,433500,4,2,0,1,0,0,0,0,4
433000,434000,3,1,0,2,0,0,0,0,4
433500,434500,2,2,1,2,0,0,0,0,3
434000,435000,1,2,2,0,3,0,0,0,1
434500,435500,4,3,3,3,5,0,0,0,4
435000,436000,4,2,4,3,4,0,0,0,4
435500,436500,2,2,2,1,5,0,0,0,2
436000,437000,5,2,2,2,3,0,0,0,5
436500,437500,9,4,5,6,0,0,0,0,9
437000,438000,5,5,6,5,3,0,0,0,5
437500,438500,1,2,7,2,5,0,0,0,1
438000,439000,5,2,8,7,4,0,0,0,5
438500,439500,4,3,6,7,2,0,0,0,4
439000,440000,0,2,6,4,1,0,0,0,0
439500,440500,0,0,7,4,3,0,0,0,0
440000,441000,2,1,6,4,5,0,0,0,2
440500,441500,2,1,3,2,3,0,0,0,2
441000,442000,2,2,3,2,1,0,0,0,2
441500,442500,4,3,4,2,2,0,0,0,4
442000,443000,7,4,4,4,5,0,0,0,7
442500,443500,5,3,4,9,8,0,0,0,5
443000,444000,3,2,3,7,6,0,0,0,3
443500,444500,5,2,3,3,3,0,0,0,5
444000,445000,3,0,2,5,4,0,0,0,3
444500,445500,1,0,2,7,4,0,0,0,1
445000,446000,1,0,2,4,2,0,0,0,1
445500,446500,4,0,1,2,4,0,0,0,4
446000,447000,4,0,1,5,6,0,0,0,4
446500,447500,3,0,7,10,5,0,0,0,3
447000,448000,4,0,8,7,4,0,0,0,4
447500,448500,2,3,2,1,3,0,0,0,2
448000,449000,1,3,2,1,2,0,0,0,1
448500,449500,2,0,4,1,1,0,0,0,2
449000,450000,6,3,5,3,3,0,0,0,6
449500,450500,9,8,4,6,7,0,0,0,9
450000,451000,11,9,4,20,8,0,0,0,11
450500,451500,8,12,5,25,10,1,1,1,9
451000,452000,14,16,2,14,12,1,1,1,15
451500,452500,24,12,6,15,11,0,0,0,24
452000,453000,22,16,15,18,15,0,0,0,22
452500,453500,15,15,13,14,15,0,0,0,15
453000,454000,6,4,6,8,8,0,0,0,6
453500,454500,2,1,2,3,3,0,0,0,2
454000,455000,2,1,2,3,3,0,0,0,2
454500,455500,2,1,2,3,3,0,0,0,2
455000,456000,2,1,2,3,3,0,0,0,2
455500,456500,2,1,2,3,3,0,0,0,2
456000,457000,2,1,2,3,3,0,0,0,2
456500,457500,2,1,2,3,3,0,0,0,2
457000,458000,2,1,2,3,3,0,0,0,2
457500,458500,2,1,2,3,3,0,0,0,2
458000,459000,2,1,2,3,3,0,0,0,2
458500,459500,2,1,2,3,3,0,0,0,2
459000,460000,2,1,2,3,3,0,0,0,2
459500,460500,2,1,2,3,3,0,0,0,2
460000,461000,2,1,2,3,3,0,0,0,2
460500,461500,3,1,2,3,3,0,0,0,3
461000,462000,3,1,0,2,0,0,0,0,3
461500,462500,3,2,1,3,1,0,0,0,3
462000,463000,6,5,4,6,2,0,0,0,6
462500,463500,11,13,4,9,2,0,0,0,11
463000,464000,7,11,12,7,2,0,0,0,7
463500,464500,11,16,22,16,10,0,0,0,11
464000,465000,35,29,25,26,23,0,0,0,35
464500,465500,28,19,20,18,14,0,0,0,28
465000,466000,4,7,8,8,1,0,0,0,4
465500,466500,2,4,2,4,2,0,0,0,2
466000,467000,1,2,0,2,1,0,0,0,1
466500,467500,3,2,3,3,3,0,0,0,3
467000,468000,4,5,5,6,4,0,0,0,4
467500,468500,2,5,4,5,3,0,0,0,2
468000,469000,5,5,5,4,5,0,0,0,4
468500,469500,5,5,6,4,7,0,0,0,4
469000,470000,2,3,3,1,4,0,0,0,2
469500,470500,3,5,0,0,3,0,0,0,3
470000,471000,3,9,6,4,6,0,0,0,3
470500,471500,7,17,10,11,16,0,0,0,7
471000,472000,6,11,4,7,15,0,0,0,6
471500,472500,2,1,1,2,3,0,0,0,2
472000,473000,2,3,2,5,2,0,0,0,2
472500,473500,3,5,5,10,7,0,0,0,3
473000,474000,3,4,7,7,7,0,0,0,3
473500,474500,4,5,6,4,5,0,0,0,4
474000,475000,4,4,3,5,5,0,0,0,4
474500,475500,2,2,2,1,2,0,0,0,2
475000,476000,7,5,4,3,3,0,0,0,7
475500,476500,8,5,6,5,7,0,0,0,8
476000,477000,5,4,7,4,6,0,0,0,5
476500,477500,3,3,3,2,3,0,0,0,3
477000,478000,5,2,7,2,2,0,0,0,5
477500,478500,5,1,9,5,2,0,0,0,5
478000,479000,5,4,5,8,5,0,0,0,5
478500,479500,6,5,3,7,4,0,0,0,6
479000,480000,2,1,2,4,1,0,0,0,2
479500,480500,2,1,4,4,1,0,0,0,2
480000,481000,7,2,8,2,1,0,0,0,7
480500,481500,7,3,8,1,1,0,0,0,7
481000,482000,5,6,3,1,1,0,0,0,5
481500,482500,4,6,3,3,2,0,0,0,4
482000,483000,9,8,3,8,2,0,0,0,9
482500,483500,9,8,2,6,2,0,0,0,9
483000,484000,1,6,7,5,2,0,0,0,1
483500,484500,0,10,10,7,3,0,0,0,0
484000,485000,0,12,16,19,4,0,0,0,0
484500,485500,0,6,12,16,2,0,0,0,0
485000,486000,0,6,12,16,2,0,0,0,0
485500,486500,0,6,12,16,2,0,0,0,0
486000,487000,1,6,12,16,2,0,0,0,1
486500,487500,4,4,1,2,3,0,0,0,4
487000,488000,5,5,3,2,4,0,0,0,5
487500,488500,7,6,6,4,5,0,0,0,7
488000,489000,8,11,10,10,8,0,0,0,8
488500,489500,9,13,8,11,12,0,0,0,9
489000,490000,22,10,28,11,15,0,0,0,22
489500,490500,32,16,43,20,16,0,0,0,32
490000,491000,36,26,32,42,30,0,0,0,36
490500,491500,23,25,15,32,27,0,0,0,23
491000,492000,10,22,8,15,14,0,0,0,10
491500,492500,9,14,13,16,10,0,0,0,9
492000,493000,8,10,7,11,8,0,0,0,8
492500,493500,10,10,6,10,13,0,0,0,10
493000,494000,7,5,8,5,11,0,0,0,7
493500,494500,8,2,4,2,4,0,0,0,8
494000,495000,8,5,3,2,1,0,0,0,8
494500,495500,5,5,3,1,1,0,0,0,5
495000,496000,3,3,3,2,2,0,0,0,3
495500,496500,5,3,7,5,4,0,0,0,5
496000,497000,6,1,6,22,2,0,0,0,6
496500,497500,4,1,4,33,4,0,0,0,4
497000,498000,4,2,3,16,6,0,0,0,4
497500,498500,3,2,3,3,3,0,0,0,3
498000,499000,4,3,5,6,2,0,0,0,4
498500,499500,6,5,7,7,2,0,0,0,6
499000,500000,6,3,5,2,2,0,0,0,6
499500,500500,8,0,5,4,1,0,0,0,8
500000,501000,10,3,7,6,2,0,0,0,10
500500,501500,8,7,7,7,6,0,0,0,8
501000,502000,3,4,6,6,5,0,0,0,3
501500,502500,3,1,5,4,6,0,0,0,3
502000,503000,5,6,7,6,9,0,0,0,5
502500,503500,3,7,7,5,9,0,0,0,3
503000,504000,1,3,4,5,6,0,0,0,1
503500,504500,1,2,5,6,4,0,0,0,1
504000,505000,1,4,5,5,4,0,0,0,1
504500,505500,1,3,3,2,1,0,0,0,2
505000,506000,3,8,11,8,8,0,0,0,4
505500,506500,3,10,13,11,10,0,0,0,3
506000,507000,8,5,7,8,8,0,0,0,8
506500,507500,11,4,4,5,6,0,0,0,11
507000,508000,6,14,6,18,16,0,0,0,6
507500,508500,20,32,12,38,23,0,0,0,20
508000,509000,24,29,17,26,15,0,0,0,24
508500,509500,15,15,15,8,10,0,0,0,15
509000,510000,16,12,22,8,10,0,0,0,16
509500,510500,21,11,33,18,17,0,0,0,21
510000,511000,33,8,34,24,26,0,0,0,33
510500,511500,23,7,22,24,21,0,0,0,23
511000,512000,8,19,13,30,15,0,0,0,8
511500,512500,11,21,10,21,15,0,0,0,11
512000,513000,14,18,19,19,17,0,0,0,14
512500,513500,21,26,32,29,29,0,0,0,21
513000,514000,29,27,23,22,29,0,0,0,29
513500,514500,20,22,24,26,24,0,0,0,19
514000,515000,16,21,30,31,23,0,0,0,15
514500,515500,21,23,25,24,18,0,0,0,21
515000,516000,16,21,21,20,15,0,0,0,16
515500,516500,7,27,34,29,23,0,0,0,7
516000,517000,2,28,36,32,29,0,0,0,2
516500,517500,1,15,14,14,16,0,0,0,1
517000,518000,0,8,5,2,4,1,1,1,0
517500,518500,3,7,6,3,6,1,1,1,3
518000,519000,11,6,3,3,5,0,0,0,11
518500,519500,10,11,3,7,6,1,1,1,10
519000,520000,5,10,7,10,9,1,1,1,5
519500,520500,4,8,9,9,12,0,0,0,4
520000,521000,2,6,7,7,8,0,0,0,2
520500,521500,1,3,6,3,4,0,0,0,1
521000,522000,2,2,4,2,5,0,0,0,2
521500,522500,2,1,0,1,2,0,0,0,2
522000,523000,1,1,0,0,2,0,0,0,1
522500,523500,1,1,3,0,3,0,0,0,1
523000,524000,1,3,4,3,4,0,0,0,1
523500,524500,1,4,3,3,4,0,0,0,1
524000,525000,6,4,8,2,7,0,0,0,6
524500,525500,17,4,15,3,14,0,0,0,17
525000,526000,16,7,17,2,15,0,0,0,16
525500,526500,6,10,15,7,11,0,0,0,6
526000,527000,3,9,12,11,10,0,0,0,4
526500,527500,2,4,5,6,6,0,0,0,3
527000,528000,0,5,3,1,2,0,0,0,0
527500,528500,2,6,3,2,3,0,0,0,2
528000,529000,2,2,2,3,3,0,0,0,2
528500,529500,0,5,5,2,3,0,0,0,0
529000,530000,6,11,10,8,8,0,0,0,6
529500,530500,12,13,11,11,13,0,0,0,12
530000,531000,8,7,6,5,12,0,0,0,8
530500,531500,3,2,5,3,6,0,0,0,3
531000,532000,3,5,5,4,2,0,0,0,3
531500,532500,5,4,3,5,5,0,0,0,5
532000,533000,6,4,6,6,7,0,0,0,6
532500,533500,10,10,7,11,11,0,0,0,10
533000,534000,11,10,6,12,12,0,0,0,11
533500,534500,8,9,8,8,8,0,0,0,8
534000,535000,7,6,9,8,14,0,0,0,7
534500,535500,11,8,15,15,16,0,0,0,11
535000,536000,9,12,14,12,9,0,0,0,9
535500,536500,2,8,8,3,6,0,0,0,2
536000,537000,9,10,8,6,7,0,0,0,9
536500,537500,15,14,12,11,11,0,0,0,15
537000,538000,14,31,34,38,32,0,0,0,14
537500,538500,7,24,33,34,30,0,0,0,7
538000,539000,1,0,9,10,5,0,0,0,1
538500,539500,4,3,6,11,3,0,0,0,4
539000,540000,5,4,5,4,3,0,0,0,5
539500,540500,7,2,7,6,7,0,0,0,7
540000,541000,6,5,8,12,14,0,0,0,6
540500,541500,2,9,6,8,13,0,0,0,2
541000,542000,13,13,12,8,14,0,0,0,13
541500,542500,31,20,20,17,20,0,0,0,31
542000,543000,34,23,21,20,26,0,0,0,34
542500,543500,15,12,10,11,14,0,0,0,15
543000,544000,3,5,3,4,1,0,0,0,3
543500,544500,6,5,4,6,5,0,0,0,6
544000,545000,8,4,4,7,7,0,0,0,8
544500,545500,6,5,4,3,4,0,0,0,6
545000,546000,8,13,14,8,11,0,0,0,8
545500,546500,9,12,14,9,11,0,0,0,9
546000,547000,7,2,4,2,7,0,0,0,7
546500,547500,5,5,6,2,8,0,0,0,5
547000,548000,3,5,5,2,3,0,0,0,3
547500,548500,5,4,4,3,3,0,0,0,5
548000,549000,3,4,4,3,3,0,0,0,3
548500,549500,3,6,6,2,4,0,0,0,3
549000,550000,2,5,5,2,3,0,0,0,2
549500,550500,1,0,3,1,0,0,0,0,1
550000,551000,5,5,6,3,4,0,0,0,5
550500,551500,10,13,10,9,11,0,0,0,10
551000,552000,6,8,7,6,7,0,0,0,6
551500,552500,0,0,0,0,0,0,0,0,0
552000,553000,0,0,0,0,0,0,0,0,0
552500,553500,0,0,0,0,0,0,0,0,0
553000,554000,0,0,0,0,0,0,0,0,0
553500,554500,0,0,0,0,0,0,0,0,0
554000,555000,0,0,0,0,0,0,0,0,0
554500,555500,0,0,0,0,0,0,0,0,0
555000,556000,0,0,0,0,0,0,0,0,0
555500,556500,0,0,0,0,0,0,0,0,0
556000,557000,0,0,0,0,0,0,0,0,0
556500,557500,0,0,0,0,0,0,0,0,0
557000,558000,0,0,0,0,0,0,0,0,0
557500,558500,0,0,0,0,0,0,0,0,0
558000,559000,0,0,0,0,0,0,0,0,0
558500,559500,0,0,0,0,0,0,0,0,0
559000,560000,0,0,0,0,0,0,0,0,0
559500,560500,0,0,0,0,0,0,0,0,0
560000,561000,0,0,0,0,0,0,0,0,0
560500,561500,0,0,0,0,0,0,0,0,0
561000,562000,0,0,0,0,0,0,0,0,0
561500,562500,0,0,0,0,0,0,0,0,0
562000,563000,0,0,0,0,0,0,0,0,0
562500,563500,1,1,1,1,1,0,0,0,1
563000,564000,3,3,3,1,3,0,0,0,4
563500,564500,2,2,4,2,2,0,0,0,3
564000,565000,0,1,4,3,0,0,0,0,0
564500,565500,2,2,3,1,3,0,0,0,2
565000,566000,5,8,8,5,8,0,0,0,5
565500,566500,4,11,10,5,5,0,0,0,4
566000,567000,3,6,4,2,2,0,0,0,3
566500,567500,5,5,2,4,5,0,0,0,5
567000,568000,4,5,3,5,5,0,0,0,4
567500,568500,7,6,6,10,8,0,0,0,7
568000,569000,9,7,8,12,7,0,0,0,9
568500,569500,4,4,4,5,2,0,0,0,4
569000,570000,3,2,1,2,2,0,0,0,3
569500,570500,7,6,2,4,3,0,0,0,7
570000,571000,6,7,2,3,2,0,0,0,6
570500,571500,5,9,4,6,5,0,0,0,5
571000,572000,4,10,5,6,5,0,0,0,4
571500,572500,8,12,10,11,13,0,0,0,8
